employee_id,name,role,category,base_code,contract_type,hire_date,birth_date,is_active,monthly_hours,seniority_years
EMP00240,Empleado_240,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2016-10-08,1995-05-01,1,176,8
EMP00241,Empleado_241,Tripulante Cabina,Cabina,GRU,Indefinido,2019-12-09,1998-02-01,1,190,5
EMP00242,Empleado_242,Tripulante Cabina Senior,Cabina,LIM,Indefinido,2018-11-19,1998-04-15,1,181,6
EMP00243,Empleado_243,Piloto Copiloto,Cockpit,EZE,Part-time,2013-01-28,1999-12-18,1,189,11
EMP00244,Empleado_244,Tripulante Cabina,Cabina,EZE,Part-time,2011-07-03,1994-08-06,1,183,13
EMP00245,Empleado_245,Piloto Copiloto,Cockpit,GRU,Indefinido,2016-01-09,1971-11-18,1,164,8
EMP00246,Empleado_246,Seguridad,Tierra,MIA,Plazo Fijo,2017-07-03,1984-01-29,0,178,7
EMP00247,Empleado_247,Tripulante Cabina,Cabina,LIM,Indefinido,2023-10-22,1979-06-04,1,,1
EMP00248,Empleado_248,Piloto Copiloto,Cockpit,GRU,Indefinido,2020-01-14,1992-11-18,1,163,4
EMP00249,Empleado_249,Ground Staff,Tierra,BOG,Indefinido,2022-07-06,1995-11-30,0,161,2
EMP00250,Empleado_250,Ground,,SCL,Plazo Fijo,2020-12-07,1991-10-29,1,162,4
EMP00251,Empleado_251,Tecnico Mantencion,Tierra,MIA,Indefinido,2018-01-29,1993-09-18,1,175,6
EMP00252,Empleado_252,Piloto Comandante,Cockpit,EZE,Part-time,2017-01-10,1990-10-01,1,172,7
EMP00253,Empleado_253,Seguridad,Tierra,BOG,Indefinido,2022-08-11,1992-11-13,1,184,2
EMP00254,Empleado_254,Tripulante Cabina,Cabina,EZE,Part-time,2020-07-17,1997-06-27,1,162,4
EMP00255,Empleado_255,Tecnico Mantencion,Tierra,EZE,Part-time,2011-06-15,1987-09-06,1,164,13
EMP00256,Empleado_256,Tripulante Cabina Senior,Cabina,LIM,Indefinido,2015-01-03,1999-03-13,1,172,9
EMP00257,Empleado_257,Tripulante Cabina,Cabina,BOG,Indefinido,2013-01-30,1982-01-17,1,181,11
EMP00258,Empleado_258,Tripulante Cabina Senior,Cabina,SCL,Plazo Fijo,2010-12-17,1977-08-03,1,167,14
EMP00259,Empleado_259,Piloto Copiloto,Cockpit,GRU,Indefinido,2023-10-02,1971-08-01,0,162,1
EMP00260,Empleado_260,Ground Staff,Tierra,SCL,Part-time,2012-10-01,1997-01-05,,180,12
EMP00261,Empleado_261,Agente Check-in,Tierra,LIM,Honorarios,2017-12-09,1976-10-11,1,179,7
EMP00262,Empleado_262,Tripulante Cabina,Cabina,MIA,Indefinido,2018-09-07,1982-12-18,1,184,6
EMP00263,Empleado_263,Tripulante Cabina,Cabina,SCL,Indefinido,2014-07-22,1992-08-23,1,176,10
EMP00264,Empleado_264,Agente Check-in,Tierra,GRU,Indefinido,2019-07-20,1979-02-03,1,189,5
EMP00265,Empleado_265,Tripulante Cabina,Cabina,BOG,Indefinido,2018-07-01,1972-02-06,1,168,6
EMP00266,Empleado_266,Tripulante Cabina Senior,Cabina,BOG,Part-time,2022-08-10,1999-12-04,1,177,2
EMP00267,Empleado_267,Tripulante Cabina,Cabina,BOG,Indefinido,2013-09-29,1986-01-28,1,161,11
EMP00268,Empleado_268,Agente Check-in,Tierra,SCL,Plazo Fijo,2018-07-12,1971-04-29,1,184,6
EMP00269,Empleado_269,Ground Staff,Tierra,BOG,Indefinido,2011-01-16,1999-04-20,1,167,13
EMP00270,Empleado_270,Ground Staff,Tierra,EZE,Indefinido,2023-08-26,1970-08-21,1,167,1
EMP00271,Empleado_271,Piloto Comandante,Cockpit,sao paulo,Part-time,2014-09-21,1996-03-08,1,173,10
EMP00272,Empleado_272,Agente Check-in,Tierra,GRU,Indefinido,2021-01-13,1997-08-08,1,162,3
EMP00273,Empleado_273,Piloto Copiloto,Cockpit,SCL,Plazo Fijo,2023-05-30,1978-11-25,1,172,1
EMP00274,Empleado_274,Tripulante Cabina,Cabina,LIM,Indefinido,2011-07-27,1973-09-26,1,162,13
EMP00275,Empleado_275,Piloto Comandante,Cockpit,LIM,Part-time,2024-01-12,1989-03-02,1,,0
EMP00276,Empleado_276,Supervisor Operaciones,Tierra,BOG,Part-time,2019-06-11,1989-11-17,1,176,5
EMP00277,Empleado_277,Piloto Copiloto,Cockpit,JFK,Part-time,2017-09-22,1983-07-21,1,185,7
EMP00278,Empleado_278,Piloto Copiloto,Cockpit,BOG,Indefinido,2012-12-13,1984-01-26,1,178,12
EMP00279,Empleado_279,Tripulante Cabina,Cabina,BOG,Plazo Fijo,2012-01-03,1985-07-02,1,186,12
EMP00280,Empleado_280,Piloto Copiloto,Cockpit,SCL,Plazo Fijo,2010-09-17,1988-10-18,1,188,14
EMP00281,Empleado_281,Supervisor Operaciones,Tierra,MAD,Plazo Fijo,2015-12-18,1984-08-16,1,162,9
EMP00282,Empleado_282,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2021-05-24,1994-10-31,1,183,3
EMP00283,Empleado_283,Agente Check-in,Tierra,EZE,Plazo Fijo,2011-07-14,1977-09-17,1,,13
EMP00284,Empleado_284,Tripulante Cabina,Cabina,EZE,Indefinido,2016-04-07,1970-04-13,1,174,8
EMP00285,Empleado_285,Tripulante Cabina Senior,Cabina,sao paulo,Indefinido,2011-01-12,1998-04-11,1,183,13
EMP00286,Empleado_286,Piloto Copiloto,Cockpit,SCL,Indefinido,2022-02-02,1986-03-20,1,160,2
EMP00287,Empleado_287,Tripulante Cabina,Cabina,SCL,Plazo Fijo,2018-07-26,1993-01-12,1,185,6
EMP00288,Empleado_288,Ground Staff,Tierra,SCL,Part-time,2022-01-01,1979-09-26,1,184,2
EMP00289,Empleado_289,Tripulante Cabina,Cabina,BOG,Indefinido,2023-06-25,1983-04-04,1,173,1
EMP00290,Empleado_290,Supervisor Operaciones,Tierra,BOG,Indefinido,2013-03-03,1979-11-25,1,176,11
EMP00291,Empleado_291,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2021-01-28,1985-02-11,1,172,3
EMP00292,Empleado_292,Tripulante Cabina,Cabina,BOG,Part-time,2010-07-01,1970-11-23,1,187,14
EMP00293,Empleado_293,Supervisor Operaciones,Tierra,MIA,Plazo Fijo,2024-08-07,1991-04-29,1,172,0
EMP00294,Empleado_294,Agente Check-in,Tierra,SCL,Indefinido,2012-01-14,1970-08-10,1,186,12
EMP00295,Empleado_295,Tripulante Cabina Senior,Cabina,MIA,Indefinido,2014-11-15,1989-07-06,1,174,10
EMP00296,Empleado_296,Piloto Comandante,Cockpit,GRU,Indefinido,2015-01-01,1970-02-15,1,169,9
EMP00297,Empleado_297,Ground Staff,Tierra,GRU,Indefinido,2023-05-10,1993-05-06,1,164,1
EMP00298,Empleado_298,Tripulante Cabina Senior,Cabina,EZE,Indefinido,2017-01-30,1990-01-21,0,181,7
EMP00299,Empleado_299,Tripulante Cabina,Cabina,GRU,Part-time,2018-04-26,1977-06-27,1,181,6
EMP00300,Empleado_300,Tripulante Cabina Senior,Cabina,SCL,Plazo Fijo,2013-06-17,1994-12-29,1,173,11
EMP00301,Empleado_301,Piloto Comandante,Cockpit,SCL,Part-time,2023-07-19,1982-08-15,1,188,1
EMP00302,Empleado_302,Piloto Comandante,Cockpit,EZE,Indefinido,2018-01-06,1989-06-26,1,185,6
EMP00303,Empleado_303,Agente Check-in,Tierra,SCL,Indefinido,2011-02-18,1992-09-27,1,164,13
EMP00304,Empleado_304,Agente Check-in,Tierra,SCL,Indefinido,2020-07-29,1986-12-24,1,183,4
EMP00305,Empleado_305,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2014-05-18,1985-09-22,1,188,10
EMP00306,Empleado_306,Tripulante Cabina Senior,Cabina,LIM,Indefinido,2019-11-26,1989-07-10,1,185,5
EMP00307,Empleado_307,Tecnico Mantencion,Tierra,EZE,Indefinido,2010-08-07,1999-05-11,1,180,14
EMP00308,Empleado_308,Tripulante Cabina,Cabina,GRU,Plazo Fijo,2016-10-07,1995-02-12,1,169,8
EMP00309,Empleado_309,Agente Check-in,Tierra,SCL,Indefinido,2010-11-25,1993-09-14,1,168,14
EMP00310,Empleado_310,Tripulante Cabina,Cabina,LIM,Indefinido,2024-01-31,1980-07-19,1,162,0
EMP00311,Empleado_311,Tripulante Cabina Senior,Cabina,GRU,Part-time,2019-01-02,1974-12-25,1,179,5
EMP00312,Empleado_312,Tripulante Cabina,Cabina,GRU,Indefinido,2010-07-07,1979-06-03,1,169,14
EMP00313,Empleado_313,Supervisor Operaciones,Tierra,MAD,Indefinido,2022-08-23,1971-01-20,1,169,2
EMP00314,Empleado_314,Agente Check-in,Tierra,GRU,Indefinido,2013-07-13,1996-05-12,0,170,11
EMP00315,Empleado_315,Ground Staff,Tierra,EZE,Indefinido,2011-08-13,1978-02-25,1,177,13
EMP00316,Empleado_316,Supervisor Operaciones,Tierra,SCL,Part-time,2021-07-30,1976-12-06,,167,3
EMP00317,Empleado_317,Supervisor Operaciones,Tierra,SCL,Indefinido,2010-03-20,1992-03-30,1,164,14
EMP00318,Empleado_318,Piloto Copiloto,Cockpit,GRU,Indefinido,2010-01-03,1997-07-19,1,170,14
EMP00319,Empleado_319,Agente Check-in,Tierra,SCL,Indefinido,2024-11-07,1991-12-17,1,190,0
EMP00320,Empleado_320,Agente Check-in,Tierra,LIM,Indefinido,2019-07-26,1985-11-12,1,167,5
EMP00321,Empleado_321,Agente Check-in,Tierra,SCL,Indefinido,2021-04-10,1998-04-06,1,186,3
EMP00322,Empleado_322,Piloto Comandante,Cockpit,SCL,Part-time,2015-10-21,1980-07-07,1,184,9
EMP00323,Empleado_323,Tripulante Cabina,Cabina,BOG,Plazo Fijo,2013-01-05,1983-07-11,1,189,11
EMP00324,Empleado_324,Piloto Copiloto,Cockpit,MIA,Plazo Fijo,2023-01-14,1972-08-29,1,173,1
EMP00325,Empleado_325,Agente Check-in,Tierra,SCL,Part-time,2019-01-28,1979-03-07,1,177,5
EMP00326,Empleado_326,Tripulante Cabina,Cabina,SCL,Indefinido,2016-02-26,1998-10-14,1,181,8
EMP00327,Empleado_327,Administrativo,Admin,MIA,Part-time,2018-01-09,1980-10-02,1,164,6
EMP00328,Empleado_328,Tripulante Cabina,Cabina,SCL,Indefinido,2022-10-13,1999-05-07,1,190,2
EMP00329,Empleado_329,Piloto Comandante,Cockpit,GRU,Honorarios,2019-09-22,1998-12-17,1,177,5
EMP00330,Empleado_330,Tripulante Cabina,Cabina,SCL,Part-time,2020-07-30,1994-08-26,1,183,4
EMP00331,Empleado_331,Supervisor Operaciones,Tierra,BOG,Indefinido,2020-06-20,1997-09-05,1,170,4
EMP00332,Empleado_332,Ground Staff,Tierra,BOG,Plazo Fijo,2017-03-23,1996-11-04,1,169,7
EMP00333,Empleado_333,Piloto Copiloto,Cockpit,LIM,Indefinido,2011-07-24,1975-12-25,0,169,13
EMP00334,Empleado_334,Piloto Copiloto,Cockpit,BOG,Part-time,2010-10-24,1982-01-09,0,169,14
EMP00335,Empleado_335,Piloto Copiloto,Cockpit,SCL,Part-time,2013-08-07,1998-07-25,1,177,11
EMP00336,Empleado_336,Piloto Copiloto,Cockpit,BOG,Indefinido,2015-03-28,1973-06-12,1,178,9
EMP00337,Empleado_337,Tecnico Mantencion,Tierra,BOG,Plazo Fijo,2019-01-10,1977-01-01,1,181,5
EMP00338,Empleado_338,Tripulante Cabina,Cabina,GRU,Indefinido,2022-07-12,1996-11-12,1,190,2
EMP00339,Empleado_339,Tripulante Cabina Senior,Cabina,JFK,Plazo Fijo,2019-12-08,1971-07-12,1,174,5
EMP00340,Empleado_340,Piloto Copiloto,Cockpit,BOG,Indefinido,2011-07-04,1974-09-03,1,166,13
EMP00341,Empleado_341,Supervisor Operaciones,Tierra,MIA,Indefinido,2017-01-28,1983-06-02,1,161,7
EMP00342,Empleado_342,Tripulante Cabina,Cabina,MIA,Part-time,2022-09-23,1988-06-29,1,177,2
EMP00343,Empleado_343,Agente Check-in,Tierra,SCL,Indefinido,2012-01-27,1997-05-12,1,190,12
EMP00344,Empleado_344,Tripulante Cabina,Cabina,GRU,Part-time,2021-04-07,1987-05-08,1,172,3
EMP00345,Empleado_345,Piloto Copiloto,Cockpit,bogota,Part-time,2024-03-11,1973-07-11,1,172,0
EMP00346,Empleado_346,Tripulante Cabina Senior,Cabina,SCL,Part-time,2013-09-07,1974-05-07,1,172,11
EMP00347,Empleado_347,Tecnico Mantencion,Tierra,BOG,Indefinido,2012-01-29,1971-09-20,1,163,12
EMP00348,Empleado_348,Piloto Comandante,Cockpit,BOG,Indefinido,2018-01-05,1982-07-16,1,177,6
EMP00349,Empleado_349,Agente Check-in,Tierra,GRU,Indefinido,2017-09-10,1972-03-29,1,180,7
EMP00350,Empleado_350,Administrativo,Admin,SCL,Indefinido,2022-08-03,1979-03-23,1,163,2
EMP00351,Empleado_351,Piloto Comandante,Cockpit,EZE,Indefinido,2016-07-09,1986-08-15,1,178,8
EMP00352,Empleado_352,Piloto Copiloto,Cockpit,SCL,Indefinido,2018-08-20,1979-02-12,0,161,6
EMP00353,Empleado_353,Ground Staff,Tierra,EZE,Indefinido,2010-03-21,1978-08-30,0,175,14
EMP00354,Empleado_354,Supervisor Operaciones,Tierra,MIA,Indefinido,2015-12-30,1972-11-17,1,174,9
EMP00355,Empleado_355,Tripulante Cabina Senior,Cabina,Santiago,Plazo Fijo,2019-01-02,1977-04-19,1,162,5
EMP00356,Empleado_356,Tripulante Cabina Senior,Cabina,EZE,Indefinido,2020-10-05,1972-09-05,,163,4
EMP00357,Empleado_357,Tripulante Cabina Senior,Cabina,EZE,Plazo Fijo,2018-07-18,1981-02-05,1,,6
EMP00358,Empleado_358,Piloto Copiloto,Cockpit,LIM,Indefinido,2017-09-12,1977-10-28,0,169,7
EMP00359,Empleado_359,Tecnico Mantencion,Tierra,SCL,Indefinido,2013-06-03,1981-10-09,1,187,11
EMP00360,Empleado_360,Piloto Comandante,Cockpit,sao paulo,Indefinido,2015-02-18,1984-09-04,1,180,9
EMP00361,Empleado_361,Ground Staff,Tierra,MIA,Plazo Fijo,2010-06-09,1996-11-30,1,189,14
EMP00362,Empleado_362,Tripulante Cabina Senior,Cabina,JFK,Plazo Fijo,2018-06-19,1990-12-30,1,183,6
EMP00363,Empleado_363,Tripulante Cabina,Cabina,LIM,Part-time,2021-05-22,1976-12-14,,165,3
EMP00364,Empleado_364,Tripulante Cabina,Cabina,MAD,Indefinido,2016-01-30,1984-07-19,1,172,8
EMP00365,Empleado_365,Ground Staff,Tierra,GRU,Part-time,2011-11-02,1980-02-24,1,180,13
EMP00366,Empleado_366,Tripulante Cabina,Cabina,SCL,Indefinido,2016-08-22,1976-12-16,0,173,8
EMP00367,Empleado_367,Tripulante Cabina,Cabina,LIM,Plazo Fijo,2024-01-29,1999-01-09,,167,0
EMP00368,Empleado_368,Piloto Comandante,Cockpit,SCL,Indefinido,2022-12-21,1989-01-22,0,160,2
EMP00369,Empleado_369,Administrativo,Admin,GRU,Indefinido,2020-07-25,1992-04-22,1,187,4
EMP00370,Empleado_370,Piloto Copiloto,Cockpit,SCL,Indefinido,2020-09-21,1984-04-24,1,172,4
EMP00371,Empleado_371,Seguridad,Tierra,EZE,Indefinido,2014-07-15,1990-08-29,1,182,10
EMP00372,Empleado_372,Administrativo,Admin,SCL,Indefinido,2022-04-24,1972-12-29,1,182,2
EMP00373,Empleado_373,Ground Staff,Tierra,SCL,Indefinido,2010-06-17,1998-02-28,1,189,14
EMP00374,Empleado_374,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2010-09-23,1972-12-05,0,184,14
EMP00375,Empleado_375,Ground Staff,Tierra,EZE,Plazo Fijo,2024-01-05,1986-09-10,,181,0
EMP00376,Empleado_376,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2024-07-09,1977-12-01,1,160,0
EMP00377,Empleado_377,Supervisor Operaciones,Tierra,BOG,Indefinido,2024-07-23,1995-03-06,1,169,0
EMP00378,Empleado_378,Ground Staff,Tierra,LIM,Plazo Fijo,2010-01-25,1996-10-18,1,181,14
EMP00379,Empleado_379,Piloto Copiloto,Cockpit,LIM,Plazo Fijo,2013-02-04,1988-04-24,1,,11
EMP00380,Empleado_380,Ground Staff,Tierra,GRU,Indefinido,2012-04-28,1970-12-11,1,163,12
EMP00381,Empleado_381,Supervisor Operaciones,Tierra,SCL,Indefinido,2024-01-08,1971-05-03,1,167,0
EMP00382,Empleado_382,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2012-01-03,1996-08-17,1,168,12
EMP00383,Empleado_383,Ground Staff,Tierra,EZE,Indefinido,2019-01-05,1984-11-19,1,160,5
EMP00384,Empleado_384,Ground Staff,Tierra,lima,Indefinido,2016-12-21,1995-11-16,1,166,8
EMP00385,Empleado_385,Agente Check-in,Tierra,SCL,Indefinido,2010-01-29,1973-09-29,1,166,14
EMP00386,Empleado_386,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2014-11-23,1985-04-28,0,164,10
EMP00387,Empleado_387,Ground Staff,Tierra,EZE,Indefinido,2019-12-21,1978-04-13,1,181,5
EMP00388,Empleado_388,Ground Staff,Tierra,SCL,Indefinido,2019-02-12,1986-09-17,1,189,5
EMP00389,Empleado_389,Piloto Copiloto,Cockpit,SCL,Indefinido,2022-11-16,1993-03-16,1,168,2
EMP00390,Empleado_390,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2011-12-13,1999-08-06,1,175,13
EMP00391,Empleado_391,Piloto Comandante,Cockpit,GRU,Indefinido,2019-10-28,1990-02-01,,164,5
EMP00392,Empleado_392,Piloto Copiloto,Cockpit,BOG,Part-time,2024-11-27,1970-06-25,1,165,0
EMP00393,Empleado_393,Tripulante Cabina,Cabina,EZE,Indefinido,2016-07-23,1970-03-20,0,190,8
EMP00394,Empleado_394,Agente Check-in,Tierra,GRU,Plazo Fijo,2015-07-15,1982-01-01,1,,9
EMP00395,Empleado_395,Agente Check-in,Tierra,SCL,Indefinido,2011-06-05,1998-02-12,1,185,13
EMP00396,Empleado_396,Tecnico Mantencion,Tierra,GRU,Indefinido,2016-07-28,1976-10-07,1,172,8
EMP00397,Empleado_397,Ground Staff,Tierra,BOG,Part-time,2024-10-22,1999-02-04,1,182,0
EMP00398,Empleado_398,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2018-01-07,1994-03-24,0,165,6
EMP00399,Empleado_399,Tripulante Cabina Senior,Cabina,LIM,Indefinido,2021-04-15,1997-02-10,1,173,3
EMP00400,Empleado_400,Piloto Copiloto,Cockpit,EZE,Indefinido,2015-09-30,1971-10-13,1,180,9
EMP00401,Empleado_401,Tripulante Cabina,Cabina,LIM,Part-time,2022-07-04,1994-07-28,1,188,2
EMP00402,Empleado_402,Tecnico Mantencion,Tierra,GRU,Indefinido,2016-03-30,1975-11-03,0,179,8
EMP00403,Empleado_403,Administrativo,Admin,MAD,Indefinido,2011-01-19,1979-02-14,,186,13
EMP00404,Empleado_404,Tripulante Cabina,Cabina,SCL,Indefinido,2020-01-26,1975-06-30,1,168,4
EMP00405,Empleado_405,Tripulante Cabina,Cabina,EZE,Plazo Fijo,2015-01-17,1976-04-01,1,168,9
EMP00406,Empleado_406,Piloto Copiloto,Cockpit,MIA,Indefinido,2014-10-31,1971-11-03,1,164,10
EMP00407,Empleado_407,Ground Staff,Tierra,SCL,Plazo Fijo,2016-01-05,1970-05-02,1,190,8
EMP00408,Empleado_408,Agente Check-in,Tierra,BOG,Indefinido,2021-07-18,1985-10-30,1,187,3
EMP00409,Empleado_409,Ground Staff,Tierra,SCL,Indefinido,2024-10-12,1980-10-13,1,168,0
EMP00410,Empleado_410,Tripulante Cabina,Cabina,MAD,Indefinido,2018-07-17,1970-07-24,1,167,6
EMP00411,Empleado_411,Piloto Copiloto,Cockpit,BOG,Honorarios,2021-01-10,1996-10-20,1,168,3
EMP00412,Empleado_412,Supervisor Operaciones,Tierra,GRU,Part-time,2016-06-19,1977-01-03,1,173,8
EMP00413,Empleado_413,Tripulante Cabina,Cabina,bogota,Indefinido,2024-09-24,1980-10-22,0,163,0
EMP00414,Empleado_414,Tripulante Cabina,Cabina,sao paulo,Indefinido,2018-04-06,1988-05-17,1,166,6
EMP00415,Empleado_415,Tripulante Cabina Senior,Cabina,MIA,Indefinido,2024-01-11,1973-02-25,1,165,0
EMP00416,Empleado_416,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2013-06-28,1986-02-17,0,186,11
EMP00417,Empleado_417,Agente Check-in,Tierra,BOG,Honorarios,2023-12-22,1992-10-14,1,167,1
EMP00418,Empleado_418,Piloto Copiloto,Cockpit,SCL,Indefinido,2014-01-23,1998-01-07,1,179,10
EMP00419,Empleado_419,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2021-05-10,1986-07-16,0,167,3
EMP00420,Empleado_420,Ground Staff,Tierra,MIA,Indefinido,2011-12-14,1979-06-27,1,190,13
EMP00421,Empleado_421,Tecnico Mantencion,Tierra,SCL,Indefinido,2017-02-16,1988-09-04,1,165,7
EMP00422,Empleado_422,Tripulante Cabina Senior,Cabina,SCL,Plazo Fijo,2020-07-03,1981-05-14,1,184,4
EMP00423,Empleado_423,Tripulante Cabina,Cabina,SCL,Indefinido,2015-06-27,1997-08-28,1,162,9
EMP00424,Empleado_424,Tecnico Mantencion,Tierra,SCL,Indefinido,2013-07-30,1980-08-24,1,170,11
EMP00425,Empleado_425,Piloto Comandante,Cockpit,LIM,Indefinido,2020-01-12,1992-04-12,0,173,4
EMP00426,Empleado_426,Tripulante Cabina,Cabina,SCL,Indefinido,2012-12-09,1983-11-20,0,181,12
EMP00427,Empleado_427,Tripulante Cabina,Cabina,LIM,Indefinido,2020-06-17,1985-12-12,0,185,4
EMP00428,Empleado_428,Tripulante Cabina,Cabina,LIM,Indefinido,2020-10-11,1983-09-05,,174,4
EMP00429,Empleado_429,Tripulante Cabina Senior,Cabina,LIM,Honorarios,2020-12-12,1984-05-22,1,164,4
EMP00430,Empleado_430,Tecnico Mantencion,Tierra,BOG,Indefinido,2010-01-23,1975-12-21,1,169,14
EMP00431,Empleado_431,Piloto Comandante,Cockpit,LIM,Part-time,2012-05-02,1995-01-03,1,190,12
EMP00432,Empleado_432,Tripulante Cabina,Cabina,GRU,Indefinido,2016-01-14,1984-02-23,1,187,8
EMP00433,Empleado_433,Tripulante Cabina,Cabina,sao paulo,Indefinido,2018-07-20,1974-11-23,1,164,6
EMP00434,Empleado_434,Tripulante Cabina,Cabina,EZE,Part-time,2017-03-16,1982-09-16,0,185,7
EMP00435,Empleado_435,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2012-08-27,1994-12-08,1,176,12
EMP00436,Empleado_436,Supervisor Operaciones,Tierra,SCL,Indefinido,2020-09-28,1974-02-26,1,185,4
EMP00437,Empleado_437,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2011-07-31,1983-07-14,1,181,13
EMP00438,Empleado_438,Tecnico Mantencion,Tierra,SCL,Indefinido,2011-12-06,1970-02-22,1,182,13
EMP00439,Empleado_439,Tripulante Cabina,Cabina,LIM,Indefinido,2021-07-28,1975-11-07,1,,3
EMP00440,Empleado_440,Tecnico Mantencion,Tierra,SCL,Plazo Fijo,2013-01-14,1970-03-05,1,181,11
EMP00441,Empleado_441,Tecnico Mantencion,Tierra,sao paulo,Indefinido,2017-07-01,1978-05-29,1,187,7
EMP00442,Empleado_442,Piloto Copiloto,Cockpit,EZE,Indefinido,2016-07-26,1978-08-31,1,173,8
EMP00443,Empleado_443,Piloto Copiloto,Cockpit,Santiago,Indefinido,2022-01-14,1999-08-06,1,168,2
EMP00444,Empleado_444,Tecnico Mantencion,Tierra,LIM,Indefinido,2018-09-26,1973-06-26,1,189,6
EMP00445,Empleado_445,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2020-01-10,1979-02-09,1,168,4
EMP00446,Empleado_446,Ground Staff,Tierra,LIM,Indefinido,2018-09-22,1991-04-19,1,180,6
EMP00447,Empleado_447,Piloto Comandante,Cockpit,SCL,Indefinido,2017-04-21,1971-11-05,1,166,7
EMP00448,Empleado_448,Tripulante Cabina,Cabina,SCL,Honorarios,2018-03-20,1972-09-09,0,188,6
EMP00449,Empleado_449,Tripulante Cabina,Cabina,BOG,Plazo Fijo,2018-06-24,1999-12-30,1,190,6
EMP00450,Empleado_450,Ground Staff,Tierra,SCL,Indefinido,2016-04-08,1988-09-18,1,180,8
EMP00451,Empleado_451,Tripulante Cabina Senior,Cabina,MAD,Part-time,2018-05-26,1975-03-03,0,184,6
EMP00452,Empleado_452,Ground Staff,Tierra,MIA,Part-time,2012-05-15,1976-02-12,1,161,12
EMP00453,Empleado_453,Tripulante Cabina Senior,Cabina,sao paulo,Indefinido,2019-10-21,1992-05-17,1,185,5
EMP00454,Empleado_454,Tripulante Cabina,Cabina,LIM,Indefinido,2018-02-24,1973-10-21,1,166,6
EMP00455,Empleado_455,Tripulante Cabina Senior,Cabina,BOG,Plazo Fijo,2010-05-17,1980-12-05,1,166,14
EMP00456,Empleado_456,Ground Staff,Tierra,BOG,Indefinido,2018-01-25,1981-01-21,1,176,6
EMP00457,Empleado_457,Supervisor Operaciones,Tierra,SCL,Indefinido,2019-05-05,1989-12-03,1,160,5
EMP00458,Empleado_458,Piloto Copiloto,Cockpit,SCL,Honorarios,2019-01-08,1971-01-15,1,160,5
EMP00459,Empleado_459,Ground Staff,Tierra,GRU,Plazo Fijo,2021-01-31,1971-07-28,1,,3
EMP00460,Empleado_460,Tecnico Mantencion,Tierra,LIM,Indefinido,2015-10-27,1989-12-17,1,177,9
EMP00461,Empleado_461,Piloto Copiloto,Cockpit,JFK,Indefinido,2024-03-06,1983-10-12,,167,0
EMP00462,Empleado_462,Agente Check-in,Tierra,LIM,Indefinido,2014-01-05,1996-06-24,,,10
EMP00463,Empleado_463,Supervisor Operaciones,Tierra,GRU,Indefinido,2015-01-09,1979-03-01,1,174,9
EMP00464,Empleado_464,Tripulante Cabina,Cabina,SCL,Indefinido,2023-03-14,1995-12-17,1,175,1
EMP00465,Empleado_465,Piloto Copiloto,Cockpit,SCL,Part-time,2017-03-17,1974-07-27,1,167,7
EMP00466,Empleado_466,Piloto Copiloto,Cockpit,EZE,Indefinido,2019-07-09,1974-01-14,1,164,5
EMP00467,Empleado_467,Seguridad,Tierra,MIA,Indefinido,2023-07-23,1972-08-19,1,170,1
EMP00468,Empleado_468,Tripulante Cabina,Cabina,BOG,Indefinido,2018-07-19,1977-03-20,1,165,6
EMP00469,Empleado_469,Tripulante Cabina Senior,Cabina,SCL,Plazo Fijo,2021-04-11,1997-07-30,1,175,3
EMP00470,Empleado_470,Piloto Comandante,Cockpit,LIM,Plazo Fijo,2022-03-20,1985-03-10,1,163,2
EMP00471,Empleado_471,Piloto Copiloto,Cockpit,MIA,Indefinido,2014-01-10,1988-07-14,1,165,10
EMP00472,Empleado_472,Tripulante Cabina Senior,Cabina,BOG,Part-time,2020-07-18,1988-10-27,1,190,4
EMP00473,Empleado_473,Supervisor Operaciones,Tierra,SCL,Plazo Fijo,2019-07-10,1990-06-06,1,175,5
EMP00474,Empleado_474,Ground Staff,Tierra,BOG,Part-time,2014-06-25,1998-10-25,1,167,10
EMP00475,Empleado_475,Ground Staff,Tierra,EZE,Indefinido,2017-08-22,1984-08-01,0,174,7
EMP00476,Empleado_476,Ground Staff,Tierra,MAD,Indefinido,2015-10-30,1976-10-16,1,,9
EMP00477,Empleado_477,Piloto Comandante,Cockpit,SCL,Plazo Fijo,2010-05-25,1993-05-28,1,161,14
EMP00478,Empleado_478,Tripulante Cabina Senior,Cabina,LIM,Plazo Fijo,2023-05-11,1999-09-17,1,181,1
